,index,carat,cut,color,clarity,depth,table,price,carat_scale,L/Wratio,shape,Potential Client,volume
13931,29233,1.02,Good,F,SI2,63.8,53.0,4162,1-1.25,0.9860681114551084,Fancy,Other,168.304318
13932,35414,1.02,Very Good,F,SI2,59.9,62.0,4162,1-1.25,0.9954058192955589,Fancy,Other,165.53549999999998
13933,9156,1.02,Very Good,F,SI2,63.0,58.0,4162,1-1.25,0.9906832298136645,Fancy,Other,165.992288
13934,37786,0.9,Ideal,G,SI1,62.1,56.0,4161,0.75-1,0.9935483870967742,Fancy,Other,146.65728
13935,28458,0.9,Very Good,I,VVS1,63.5,58.0,4161,0.75-1,0.9950738916256158,Fancy,Other,142.454844
13936,3810,0.59,Ideal,D,IF,60.7,58.0,4161,0.50-0.75,0.9927140255009107,Fancy,Harry Winston,99.33606
13937,22988,0.9,Ideal,G,SI1,61.9,55.0,4161,0.75-1,0.9919743178170143,Fancy,Other,147.84537600000002
13938,5020,1.03,Premium,G,SI2,59.3,58.0,4160,1-1.25,0.9924585218702866,Fancy,Other,171.01156799999998
13939,20086,1.32,Premium,J,SI2,61.2,59.0,4160,1.25-1.50,1.0056818181818181,Cushion Cut,Other,215.32262400000002
13940,3454,0.91,Ideal,E,SI2,61.8,56.0,4160,0.75-1,0.9872408293460926,Fancy,Other,149.423505
13941,33126,1.02,Good,G,SI2,59.9,58.0,4159,1-1.25,0.9893129770992367,Fancy,Other,165.5316
13942,38365,0.94,Premium,G,SI1,61.3,61.0,4159,0.75-1,1.0095693779904307,Radiant Cut,Other,153.19992599999998
13943,6234,1.12,Premium,G,SI2,61.2,58.0,4158,1-1.25,1.0029985007496252,Cushion Cut,Other,182.505207
13944,7491,0.9,Premium,E,SI1,62.9,58.0,4158,0.75-1,1.0081833060556464,Cushion Cut,Other,145.28113600000003
13945,19628,0.9,Premium,F,SI1,63.0,60.0,4158,0.75-1,1.006568144499179,Cushion Cut,Other,143.727045
13946,16378,0.92,Good,D,SI1,63.1,58.0,4158,0.75-1,0.9918831168831169,Fancy,Other,145.65751200000003
13947,31276,1.0,Good,F,SI1,63.7,58.0,4158,0.75-1,0.9921135646687698,Fancy,Other,160.31197199999997
13948,2598,1.1,Ideal,I,SI2,62.8,57.0,4158,1-1.25,1.0106707317073171,Cushion Cut,Other,180.06019199999997
13949,12956,1.04,Premium,G,SI2,60.3,62.0,4158,1-1.25,1.0092307692307692,Radiant Cut,Other,168.0016
13950,8756,0.9,Very Good,F,SI1,63.2,56.0,4158,0.75-1,1.0114942528735633,Cushion Cut,Other,145.18072800000002
13951,13134,0.92,Good,D,SI1,63.6,57.0,4158,0.75-1,0.99185667752443,Fancy,Other,145.457214
13952,6590,1.12,Good,G,SI2,56.7,62.0,4158,1-1.25,1.0072886297376094,Radiant Cut,Other,184.87014000000002
13953,16371,1.12,Ideal,G,SI2,62.8,54.0,4158,1-1.25,1.0090361445783134,Cushion Cut,Other,186.40472000000003
13954,2467,0.9,Premium,F,SI1,59.9,59.0,4158,0.75-1,1.0047923322683707,Fancy,Other,148.051504
13955,7687,0.9,Premium,F,SI1,61.2,59.0,4158,0.75-1,1.00487012987013,Cushion Cut,Other,144.132912
13956,2885,1.05,Very Good,H,SI2,63.0,59.0,4158,1-1.25,0.9938271604938271,Fancy,Other,169.84598400000004
13957,2806,1.36,Fair,J,SI2,67.8,55.0,4158,1.25-1.50,1.0105105105105106,Cushion Cut,Other,203.49097200000003
13958,88,1.16,Premium,H,SI2,58.8,61.0,4157,1-1.25,1.013157894736842,Radiant Cut,Other,191.97485999999998
13959,8600,0.9,Very Good,H,VS2,62.2,58.0,4157,0.75-1,0.9886731391585761,Fancy,Other,144.242436
13960,39503,1.1,Ideal,J,SI2,60.9,56.0,4157,1-1.25,0.9940476190476191,Fancy,Other,183.149568
13961,6451,0.9,Ideal,I,VS2,62.0,53.0,4157,0.75-1,0.9903691813804173,Fancy,Tiffany & Co,147.99053500000002
13962,36607,0.9,Good,H,VS2,61.5,61.0,4156,0.75-1,0.9855769230769231,Fancy,Other,146.21256000000002
13963,8559,1.0,Premium,F,SI2,62.8,57.0,4155,0.75-1,1.010989010989011,Cushion Cut,Other,164.911656
13964,37547,1.0,Ideal,F,SI2,62.7,57.0,4155,0.75-1,1.0079491255961843,Cushion Cut,Other,157.919256
13965,8093,1.02,Very Good,I,SI2,63.2,60.0,4155,1-1.25,0.9937597503900156,Fancy,Other,164.96006800000004
13966,5062,1.06,Premium,F,SI1,61.9,59.0,4155,1-1.25,1.0076687116564418,Cushion Cut,Other,173.48742
13967,32947,0.9,Very Good,H,VS2,61.8,56.0,4155,0.75-1,0.9887999999999999,Fancy,Other,148.32
13968,15691,1.0,Good,F,SI2,63.8,58.0,4155,0.75-1,1.0079617834394905,Cushion Cut,Other,159.804648
13969,10593,1.0,Good,I,VS2,59.7,64.0,4155,0.75-1,1.0093023255813953,Radiant Cut,Other,162.499365
13970,30776,1.0,Premium,F,SI2,62.4,61.0,4155,0.75-1,1.0031645569620253,Radiant Cut,Other,158.27176000000003
13971,19154,1.0,Good,D,SI1,57.6,62.0,4155,0.75-1,1.0184615384615385,Radiant Cut,Other,162.6534
13972,39950,0.9,Very Good,H,VS2,62.0,57.0,4155,0.75-1,0.9902597402597402,Fancy,Other,142.7888
13973,29098,0.92,Premium,H,VS1,61.0,62.0,4155,0.75-1,1.0095846645367412,Radiant Cut,Tiffany & Co,151.922688
13974,29681,1.0,Premium,F,SI2,62.6,58.0,4155,0.75-1,1.0095087163232965,Cushion Cut,Other,159.572959
13975,6051,1.0,Good,F,SI2,57.3,61.0,4155,0.75-1,1.007587253414264,Radiant Cut,Other,165.84130399999998
13976,26471,1.0,Premium,F,SI2,59.4,62.0,4155,0.75-1,1.0047095761381477,Radiant Cut,Other,154.51072
13977,26283,1.09,Good,F,SI1,61.0,64.0,4154,1-1.25,0.9924585218702866,Fancy,Other,175.810362
13978,12938,1.01,Premium,G,SI2,60.1,59.0,4154,1-1.25,1.0093896713615025,Fancy,Other,159.09183
13979,39285,1.03,Premium,J,SI1,61.7,54.0,4153,1-1.25,1.0092307692307692,Cushion Cut,Other,171.8392
13980,7104,1.18,Ideal,E,I1,61.6,56.0,4153,1-1.25,0.9956011730205279,Fancy,Other,194.029682
13981,1525,0.9,Premium,G,VS2,61.1,58.0,4152,0.75-1,0.9952,Fancy,Tiffany & Co,148.11375
13982,5504,1.02,Premium,F,SI2,62.7,59.0,4151,1-1.25,0.9891472868217054,Fancy,Other,165.42702
13983,14024,0.9,Very Good,E,SI1,63.1,58.0,4151,0.75-1,1.0166112956810631,Cushion Cut,Other,141.106392
13984,25853,0.92,Premium,D,SI2,62.5,55.0,4150,0.75-1,1.0048543689320388,Cushion Cut,Other,148.522086
13985,18183,1.14,Ideal,H,SI2,62.6,57.0,4150,1-1.25,1.0090225563909774,Cushion Cut,Other,186.51787000000002
13986,1798,0.76,Ideal,D,VVS2,62.3,57.0,4150,0.75-1,1.00513698630137,Cushion Cut,Harry Winston,125.12491999999999
13987,30197,1.0,Premium,H,SI1,61.8,59.0,4150,0.75-1,1.0078740157480317,Cushion Cut,Other,160.1216
13988,11833,0.95,Premium,G,SI1,62.6,58.0,4150,0.75-1,1.0080515297906603,Cushion Cut,Other,151.61094
13989,36899,1.0,Fair,H,SI1,56.3,63.0,4150,0.75-1,1.0030257186081695,Radiant Cut,Other,163.464639
13990,241,0.76,Premium,F,IF,60.6,60.0,4150,0.75-1,1.0068376068376068,Fancy,Harry Winston,122.66514
13991,13722,1.01,Good,H,SI2,64.8,58.0,4149,1-1.25,0.9920508744038156,Fancy,Other,159.353376
13992,11250,1.0,Very Good,I,SI1,63.1,58.0,4149,0.75-1,0.9921259842519685,Fancy,Other,159.61995
13993,15199,0.9,Ideal,E,SI1,61.7,56.0,4147,0.75-1,0.9887640449438202,Fancy,Other,146.599376
13994,40163,1.21,Fair,J,SI1,65.0,59.0,4147,1-1.25,1.0106544901065448,Cushion Cut,Other,187.150392
13995,18343,0.8,Ideal,G,VVS2,62.6,54.0,4146,0.75-1,0.9882747068676718,Fancy,Cartier,130.67732999999998
13996,38846,1.05,Premium,J,VS2,61.1,58.0,4145,1-1.25,1.0076804915514592,Cushion Cut,Other,170.395344
13997,22819,0.93,Very Good,G,SI1,62.3,58.0,4144,0.75-1,0.985691573926868,Fancy,Other,152.09220000000002
13998,3932,0.9,Very Good,E,SI1,62.0,62.0,4144,0.75-1,0.9838969404186796,Fancy,Other,144.942642
13999,37704,1.0,Ideal,J,VS1,62.3,56.0,4144,0.75-1,1.0078369905956113,Cushion Cut,Other,163.68336599999998
14000,36349,1.0,Premium,F,SI1,59.0,59.0,4144,0.75-1,1.0076923076923077,Fancy,Other,163.91375
14001,35237,1.0,Premium,H,SI1,61.7,59.0,4144,0.75-1,1.0078616352201257,Cushion Cut,Other,160.624344
14002,12666,0.91,Very Good,H,VVS2,63.6,56.0,4143,0.75-1,0.9967373572593802,Fancy,Other,145.69722700000003
14003,19712,1.0,Very Good,G,SI2,62.4,60.0,4142,0.75-1,0.992138364779874,Fancy,Other,158.51982
14004,20180,0.96,Very Good,F,SI2,60.9,57.0,4142,0.75-1,0.9937694704049844,Fancy,Other,159.74244000000002
14005,2331,0.73,Ideal,G,IF,62.3,56.0,4142,0.50-0.75,0.9896193771626297,Fancy,Cartier,118.360528
14006,36375,0.82,Very Good,F,VVS2,63.1,59.0,4141,0.75-1,0.9899497487437187,Fancy,Other,132.310125
14007,20656,1.32,Fair,H,I1,65.8,55.0,4140,1.25-1.50,1.005856515373353,Cushion Cut,Other,211.61867099999998
14008,9785,1.0,Fair,E,SI1,66.3,62.0,4140,0.75-1,1.0346534653465347,Radiant Cut,Other,155.40445799999998
14009,8268,0.93,Premium,D,SI2,60.6,59.0,4140,0.75-1,1.0063492063492063,Fancy,Other,152.97786
14010,26405,1.12,Ideal,F,SI2,61.8,55.0,4140,1-1.25,1.0045045045045045,Cushion Cut,Other,184.01380200000003
14011,17947,1.1,Very Good,E,SI2,63.3,56.0,4140,1-1.25,1.007656967840735,Cushion Cut,Other,178.31471000000005
14012,23423,0.8,Ideal,F,VVS2,61.6,57.0,4140,0.75-1,1.005050505050505,Cushion Cut,Harry Winston,130.14480600000002
14013,25347,1.5,Premium,G,I1,60.4,55.0,4140,1.25-1.50,1.010928961748634,Round Brilliant Cut,Other,241.04760000000005
14014,8103,1.01,Good,F,SI2,64.9,60.0,4140,1-1.25,0.992,Fancy,Other,156.55
14015,9755,1.12,Ideal,D,I1,60.6,55.0,4139,1-1.25,0.9955621301775149,Fancy,Other,186.07373199999998
14016,33019,0.91,Very Good,E,SI1,63.5,57.0,4138,0.75-1,1.0065897858319606,Cushion Cut,Other,143.529399
14017,33834,0.91,Premium,E,SI1,62.6,58.0,4138,0.75-1,1.004885993485342,Cushion Cut,Other,145.85263
14018,5666,1.0,Good,H,SI1,56.8,65.0,4138,0.75-1,1.0184899845916795,Radiant Cut,Other,159.58390800000004
14019,830,1.01,Good,G,SI1,64.2,56.0,4138,1-1.25,1.0191693290734825,Cushion Cut,Other,161.75214
14020,3839,0.91,Premium,E,SI1,61.9,61.0,4138,0.75-1,1.0032786885245903,Radiant Cut,Other,141.11496
14021,32931,0.91,Premium,E,SI1,62.4,57.0,4138,0.75-1,1.0196399345335516,Cushion Cut,Other,146.55140500000005
14022,23612,0.91,Premium,E,SI1,60.5,61.0,4138,0.75-1,1.0064620355411955,Radiant Cut,Other,144.999512
14023,19354,0.9,Premium,G,VS2,62.0,60.0,4137,0.75-1,1.0081433224755703,Cushion Cut,Tiffany & Co,145.18521199999998
14024,8640,0.9,Premium,G,VS2,62.8,58.0,4137,0.75-1,1.0082101806239736,Cushion Cut,Tiffany & Co,143.58758399999996
14025,27054,1.02,Very Good,J,SI1,61.4,58.0,4137,1-1.25,0.9953846153846153,Fancy,Other,167.3789
14026,8430,0.9,Very Good,H,VS1,61.5,59.0,4136,0.75-1,0.9903069466882067,Fancy,Other,143.810413
14027,20324,0.96,Very Good,H,VS2,61.2,57.0,4136,0.75-1,0.9937304075235109,Fancy,Other,157.347388
14028,15851,0.9,Very Good,H,VS1,63.0,59.0,4136,0.75-1,0.9951060358890701,Fancy,Other,143.96305
14029,11401,0.96,Very Good,G,SI1,62.0,59.0,4136,0.75-1,0.990506329113924,Fancy,Other,154.29648
14030,38677,0.9,Very Good,H,VS1,62.7,57.0,4136,0.75-1,0.9935275080906149,Fancy,Other,146.468472
14031,13751,0.9,Very Good,H,VS1,61.8,56.0,4136,0.75-1,0.9967637540453075,Fancy,Other,145.042128
14032,23851,1.04,Ideal,I,SI1,63.0,56.0,4135,1-1.25,1.0156494522691706,Cushion Cut,Other,168.37266599999998
14033,30368,1.01,Good,G,SI2,63.7,59.0,4135,1-1.25,1.0110935023771792,Cushion Cut,Other,162.64151199999998
14034,31114,0.9,Very Good,G,VS2,63.4,59.0,4135,0.75-1,0.9918433931484503,Fancy,Other,144.23644800000002
14035,11853,0.9,Good,G,VS2,64.4,62.0,4135,0.75-1,0.9916943521594684,Fancy,Other,138.726084
14036,2997,0.82,Ideal,D,SI1,62.2,55.0,4135,0.75-1,0.9966611018363939,Fancy,Other,133.02831600000002
14037,2650,0.82,Ideal,D,SI1,61.6,57.0,4135,0.75-1,0.9933993399339934,Fancy,Other,135.710064
14038,10190,0.73,Ideal,D,VS2,60.7,57.0,4134,0.50-0.75,0.9931972789115646,Fancy,Tiffany & Co,121.90415999999999
14039,20302,0.73,Ideal,D,VS2,61.6,56.0,4134,0.50-0.75,0.993103448275862,Fancy,Tiffany & Co,118.93248000000001
14040,2608,1.11,Premium,F,SI2,62.5,59.0,4134,1-1.25,1.0091883614088821,Cushion Cut,Other,176.43407
14041,31535,0.9,Very Good,E,VS2,61.1,63.0,4134,0.75-1,0.9951612903225806,Fancy,Other,144.60011999999998
14042,11906,0.9,Ideal,G,VS2,62.7,56.0,4133,0.75-1,1.0162601626016259,Cushion Cut,Tiffany & Co,149.521875
14043,403,0.9,Ideal,H,VS2,61.9,55.0,4133,0.75-1,1.0048465266558966,Cushion Cut,Tiffany & Co,147.846912
14044,8418,1.1,Good,I,SI1,63.1,61.0,4133,1-1.25,0.989329268292683,Fancy,Other,175.40652799999998
14045,10401,0.9,Premium,E,SI2,61.7,57.0,4133,0.75-1,1.003220611916264,Cushion Cut,Other,148.563072
14046,35243,1.23,Premium,I,SI1,60.3,60.0,4133,1-1.25,1.0101744186046513,Fancy,Other,199.39272
14047,20285,1.22,Premium,J,SI2,62.2,60.0,4132,1-1.25,1.017725258493353,Cushion Cut,Other,198.24252499999997
14048,7486,1.09,Ideal,J,VS2,61.3,57.0,4131,1-1.25,1.0030257186081695,Cushion Cut,Other,177.92665799999997
14049,21472,1.2,Premium,I,VS2,61.3,60.0,4131,1-1.25,1.005925925925926,Cushion Cut,Tiffany & Co,190.20487500000002
14050,13704,1.16,Good,F,SI2,60.8,65.0,4131,1-1.25,1.0044444444444445,Radiant Cut,Other,188.09415
14051,3651,1.01,Ideal,H,SI2,60.1,60.0,4131,1-1.25,1.0061538461538462,Fancy,Other,166.6392
14052,37008,0.82,Ideal,G,VVS2,62.1,56.0,4130,0.75-1,0.9933444259567388,Fancy,Cartier,133.472484
14053,22600,1.08,Ideal,I,SI2,62.3,57.0,4130,1-1.25,0.9924357034795763,Fancy,Other,177.78256
14054,7205,1.01,Good,J,VS1,60.4,64.0,4129,1-1.25,1.0062111801242235,Radiant Cut,Other,162.75168000000002
14055,11125,1.01,Very Good,I,VS1,63.1,56.0,4129,1-1.25,1.0094339622641508,Cushion Cut,Other,164.54973600000002
14056,10815,0.9,Very Good,H,VS2,63.7,61.0,4129,0.75-1,0.9950576606260296,Fancy,Other,141.51840800000002
14057,29922,1.01,Ideal,G,SI1,61.5,56.0,4129,1-1.25,1.0092879256965943,Cushion Cut,Other,168.055608
14058,30151,1.01,Premium,I,SI1,59.9,59.0,4129,1-1.25,1.0062305295950156,Fancy,Other,160.08655199999998
14059,37644,1.07,Ideal,F,SI2,61.2,57.0,4128,1-1.25,1.0045523520485584,Cushion Cut,Other,176.248232
14060,18935,0.91,Premium,H,VS2,62.8,58.0,4128,0.75-1,1.0032520325203251,Cushion Cut,Tiffany & Co,146.849085
14061,10894,0.9,Ideal,D,VS2,61.5,56.0,4128,0.75-1,1.0080645161290323,Cushion Cut,Tiffany & Co,148.4125
14062,24580,1.01,Fair,F,SI2,58.2,61.0,4127,1-1.25,0.9938650306748468,Fancy,Other,159.703488
14063,34025,0.74,Ideal,F,VVS1,60.8,60.0,4127,0.50-0.75,0.9931740614334471,Fancy,Harry Winston,121.07346000000001
14064,33511,0.89,Ideal,F,SI1,62.1,55.0,4127,0.75-1,0.9951456310679613,Fancy,Other,145.56681
14065,8400,1.07,Premium,I,SI1,61.2,58.0,4126,1-1.25,1.0106870229007634,Cushion Cut,Other,174.74483
14066,33582,0.8,Ideal,E,VS2,62.2,55.0,4126,0.75-1,0.9949832775919732,Fancy,Tiffany & Co,132.00551000000002
14067,26745,1.05,Ideal,J,SI2,62.3,54.0,4126,1-1.25,0.9954198473282443,Fancy,Other,173.81342
14068,35280,1.0,Very Good,I,SI1,63.0,58.0,4125,0.75-1,0.995260663507109,Fancy,Other,158.71841999999998
14069,4260,0.91,Good,G,VS2,59.9,61.0,4125,0.75-1,0.9794628751974723,Fancy,Other,147.1725
14070,21210,0.9,Fair,E,VS2,64.5,61.0,4125,0.75-1,1.0066334991708126,Radiant Cut,Other,142.74819
14071,12635,0.8,Ideal,E,SI1,61.9,55.0,4125,0.75-1,0.9933110367892977,Fancy,Other,131.07322800000003
14072,15689,1.0,Good,H,SI2,62.7,58.0,4125,0.75-1,0.9968404423380726,Fancy,Other,158.171508
14073,3937,1.04,Very Good,G,SI2,62.7,57.0,4125,1-1.25,0.9907120743034057,Fancy,Other,166.61632
14074,28418,0.71,Ideal,E,VVS2,62.0,57.0,4124,0.50-0.75,0.9965034965034966,Fancy,Harry Winston,115.41816
14075,33318,0.9,Very Good,F,VS2,62.7,62.0,4124,0.75-1,0.9902755267423016,Fancy,Other,145.139995
14076,25681,1.14,Ideal,F,I1,61.3,56.0,4124,1-1.25,1.002967359050445,Cushion Cut,Other,188.172712
14077,25219,1.08,Premium,G,SI2,63.0,54.0,4124,1-1.25,1.0061162079510704,Cushion Cut,Other,177.727116
14078,11645,1.13,Fair,J,SI1,64.9,55.0,4123,1-1.25,0.989329268292683,Fancy,Other,180.515456
14079,14240,0.91,Very Good,D,SI2,61.5,56.0,4123,0.75-1,0.9920255183413078,Fancy,Other,149.75769599999998
14080,13240,1.04,Premium,D,SI2,60.9,57.0,4123,1-1.25,1.007704160246533,Round Brilliant Cut,Other,168.505062
14081,5675,1.01,Very Good,F,SI2,61.0,60.0,4121,1-1.25,0.9938271604938271,Fancy,Other,164.42092800000003
14082,12180,1.01,Very Good,F,SI2,62.2,58.0,4121,1-1.25,0.99375,Fancy,Other,161.59488000000005
14083,36270,1.01,Good,F,SI2,63.6,59.0,4121,1-1.25,0.9952904238618524,Fancy,Other,163.158632
14084,13891,1.01,Good,I,VS2,62.8,59.0,4121,1-1.25,0.990625,Fancy,Other,162.304
14085,26509,1.01,Premium,F,SI2,60.6,60.0,4121,1-1.25,0.9938461538461538,Fancy,Other,165.0207
14086,1968,1.09,Premium,I,SI2,61.3,55.0,4120,1-1.25,1.0060422960725075,Cushion Cut,Other,179.44304400000001
14087,9274,1.11,Premium,I,SI2,61.5,58.0,4120,1-1.25,0.9939849624060151,Fancy,Other,179.34252000000004
14088,2677,1.01,Very Good,J,VS2,59.3,59.0,4120,1-1.25,0.9878419452887538,Fancy,Other,165.9476
14089,27301,1.06,Ideal,H,SI1,62.7,57.0,4120,1-1.25,0.992343032159265,Fancy,Other,172.64275200000003
14090,24357,1.07,Premium,H,SI2,62.2,59.0,4119,1-1.25,0.9908116385911179,Fancy,Other,170.686364
14091,5684,0.9,Good,F,SI1,62.5,59.0,4119,0.75-1,0.9951060358890701,Fancy,Other,142.84126
14092,21682,1.01,Good,F,SI2,58.2,63.0,4119,1-1.25,0.9938931297709923,Fancy,Other,162.0339
14093,13309,0.9,Very Good,F,SI1,62.7,59.0,4119,0.75-1,0.9935064935064934,Fancy,Other,145.14192000000003
14094,29392,1.01,Fair,E,SI2,55.2,65.0,4118,1-1.25,1.0164917541229386,Radiant Cut,Other,167.775846
14095,19741,1.02,Ideal,I,SI2,61.8,57.0,4118,1-1.25,0.9969040247678019,Fancy,Other,165.99357600000002
14096,17596,1.01,Fair,D,SI1,66.3,55.0,4118,1-1.25,1.0081037277147487,Cushion Cut,Other,157.73111400000002
14097,38663,1.01,Premium,G,SI1,60.0,59.0,4118,1-1.25,1.0061823802163834,Fancy,Other,163.845633
14098,25283,1.01,Very Good,E,SI2,63.1,61.0,4118,1-1.25,1.0111642743221692,Radiant Cut,Other,158.21216399999997
14099,14953,1.01,Good,E,SI2,63.7,55.0,4118,1-1.25,1.0110935023771792,Cushion Cut,Other,163.04408999999998
14100,22127,0.8,Very Good,E,VS1,60.7,60.0,4118,0.75-1,0.9852216748768473,Fancy,Other,134.1018
14101,38499,1.01,Fair,E,SI2,64.7,55.0,4118,1-1.25,1.011111111111111,Cushion Cut,Other,164.53709999999998
14102,17908,1.01,Ideal,E,SI2,63.0,56.0,4118,1-1.25,1.0063492063492063,Cushion Cut,Other,158.96916
14103,25195,1.01,Premium,E,SI2,60.6,58.0,4118,1-1.25,1.009273570324575,Fancy,Other,166.461454
14104,25885,0.9,Good,D,SI1,64.4,60.0,4117,0.75-1,0.9916666666666667,Fancy,Other,137.44500000000002
14105,18626,1.05,Premium,J,VS1,60.0,60.0,4116,1-1.25,1.0046656298600312,Fancy,Other,166.1512
14106,5088,1.05,Premium,H,SI2,61.4,58.0,4116,1-1.25,1.0061162079510704,Cushion Cut,Other,173.423796
14107,4088,1.05,Ideal,J,VS1,62.8,57.0,4116,1-1.25,1.0062402496099845,Cushion Cut,Other,167.03178000000003
14108,13218,0.73,Very Good,D,VS1,61.1,59.0,4116,0.50-0.75,0.9880546075085324,Fancy,Other,120.78866400000001
14109,10228,1.01,Good,H,SI1,64.0,58.0,4116,1-1.25,0.9905808477237048,Fancy,Other,163.19048199999997
14110,7545,1.05,Premium,G,SI2,61.7,56.0,4116,1-1.25,1.006125574272588,Cushion Cut,Other,173.324484
14111,21174,0.9,Very Good,G,VS1,61.5,56.0,4116,0.75-1,0.9919354838709677,Fancy,Other,144.894
14112,26250,0.98,Ideal,G,SI2,62.9,57.0,4116,0.75-1,1.0063593004769475,Cushion Cut,Other,158.068329
14113,1046,1.0,Premium,E,SI2,62.6,60.0,4116,0.75-1,1.0031595576619272,Cushion Cut,Other,159.576135
14114,31469,0.91,Fair,H,VVS1,56.5,67.0,4115,0.75-1,0.996875,Fancy,Other,147.40352
14115,34031,0.7,Ideal,F,VVS2,61.2,56.0,4114,0.50-0.75,0.9913494809688581,Fancy,Harry Winston,116.58028800000002
14116,1428,0.7,Ideal,F,VVS2,61.7,55.0,4114,0.50-0.75,0.9930313588850174,Fancy,Harry Winston,115.49454
14117,3058,0.9,Good,I,VVS1,63.6,58.0,4114,0.75-1,1.0065573770491802,Cushion Cut,Other,145.69606
14118,39153,0.9,Premium,D,SI2,59.2,60.0,4114,0.75-1,1.0063492063492063,Fancy,Other,149.38308
14119,12546,0.7,Very Good,E,VVS1,61.9,58.0,4114,0.50-0.75,0.9876543209876543,Fancy,Other,110.81448
14120,17620,0.93,Very Good,E,SI2,62.5,58.0,4113,0.75-1,0.9951923076923076,Fancy,Other,150.739056
14121,39265,1.13,Premium,I,SI1,61.7,58.0,4113,1-1.25,1.0060422960725075,Cushion Cut,Other,180.76572
14122,21857,1.13,Fair,H,SI2,64.4,58.0,4113,1-1.25,1.012288786482335,Cushion Cut,Other,181.041798
14123,40081,1.2,Premium,J,SI1,62.8,58.0,4113,1-1.25,1.0104477611940297,Cushion Cut,Other,191.86857000000003
14124,26901,1.02,Premium,H,SI2,61.1,61.0,4113,1-1.25,1.0046296296296295,Radiant Cut,Other,167.473656
14125,15905,1.0,Good,G,SI2,57.6,62.0,4113,0.75-1,1.0106870229007634,Radiant Cut,Other,164.33819
14126,13977,0.82,Ideal,D,SI1,61.9,56.0,4113,0.75-1,0.9950166112956812,Fancy,Other,134.14245599999998
14127,32167,1.02,Premium,I,SI1,61.7,58.0,4113,1-1.25,1.0046511627906978,Cushion Cut,Other,166.76604000000003
14128,13572,0.96,Premium,E,SI2,62.6,60.0,4113,0.75-1,1.0095846645367412,Cushion Cut,Other,155.879008
14129,12530,1.02,Premium,H,SI2,60.9,58.0,4113,1-1.25,1.0187207488299532,Fancy,Other,164.917762
14130,26112,0.93,Very Good,G,SI1,61.5,57.0,4111,0.75-1,0.9842022116903634,Fancy,Other,152.222574
14131,31584,0.91,Ideal,H,VS1,62.9,55.0,4109,0.75-1,1.0163132137030997,Cushion Cut,Tiffany & Co,148.55871100000002
14132,8410,0.9,Good,G,VS1,65.8,59.0,4108,0.75-1,0.9933774834437086,Fancy,Other,143.5104
14133,1160,0.91,Very Good,F,SI1,62.2,57.0,4108,0.75-1,0.9904000000000001,Fancy,Other,149.720625
14134,36392,0.91,Fair,D,VS2,65.7,56.0,4107,0.75-1,1.0082644628099173,Cushion Cut,Other,147.25095
14135,15887,0.91,Fair,D,VS2,65.7,58.0,4107,0.75-1,1.008347245409015,Cushion Cut,Other,142.90942
14136,31098,1.0,Very Good,I,SI2,62.6,57.0,4107,0.75-1,0.9953124999999999,Fancy,Other,163.072
14137,39420,1.01,Fair,E,SI1,65.6,59.0,4106,1-1.25,1.006472491909385,Cushion Cut,Other,156.449172
14138,28774,0.94,Premium,G,SI1,61.9,57.0,4106,0.75-1,1.0080128205128205,Cushion Cut,Other,152.288448
14139,25448,1.3,Very Good,J,VS2,63.3,57.0,4106,1.25-1.50,1.002873563218391,Cushion Cut,Other,214.241328
14140,13291,0.91,Very Good,G,VS2,64.0,56.6,4105,0.75-1,0.9902439024390243,Fancy,Other,146.81771999999998
14141,33286,1.07,Premium,J,SI2,62.4,58.0,4105,1-1.25,1.010819165378671,Cushion Cut,Other,171.794028
14142,16745,0.9,Very Good,F,SI1,63.1,56.0,4103,0.75-1,1.0081699346405228,Cushion Cut,Other,146.51035199999998
14143,36818,1.06,Ideal,I,SI2,61.9,59.0,4103,1-1.25,0.9923312883435583,Fancy,Other,169.58128799999997
14144,26021,0.9,Premium,F,SI1,62.6,60.0,4103,0.75-1,1.0082508250825084,Cushion Cut,Other,141.071346
14145,1828,0.9,Ideal,F,SI1,62.3,56.0,4103,0.75-1,1.0065252854812399,Cushion Cut,Other,144.858643
14146,31392,1.2,Very Good,J,SI2,61.8,56.0,4102,1-1.25,0.9941605839416058,Fancy,Other,196.85666999999995
14147,1418,1.11,Very Good,E,SI2,61.6,61.0,4102,1-1.25,0.9924924924924925,Fancy,Other,180.052434
14148,26648,1.09,Premium,E,SI2,60.1,62.0,4102,1-1.25,1.0181818181818183,Radiant Cut,Other,177.408
14149,24169,1.01,Fair,G,SI1,66.9,56.0,4102,1-1.25,0.9887459807073956,Fancy,Other,158.36741999999998
14150,35423,1.0,Good,F,SI2,65.7,62.0,4102,0.75-1,0.9903381642512078,Fancy,Other,155.05749
14151,9547,1.11,Very Good,E,SI2,61.7,63.0,4102,1-1.25,0.9834586466165413,Fancy,Other,177.00837
14152,10306,1.11,Ideal,J,SI2,62.6,54.0,4101,1-1.25,0.9954819277108434,Fancy,Other,182.14516
14153,14942,0.97,Premium,G,SI2,61.3,57.0,4101,0.75-1,1.0079113924050633,Cushion Cut,Other,156.605176
14154,15587,0.97,Ideal,G,SI2,62.7,57.0,4101,0.75-1,1.0047770700636942,Cushion Cut,Other,156.52586
